242588	242680	162668	0.6089283227920532
184563	197618	310	0.6110594868659973
238701	19895	226392	0.8724671006202698
131696	103789	118896	0.6270697712898254
133351	122316	116875	0.6572623252868652
133351	122316	116873	0.6572623252868652
285618	198204	277865	0.7003634572029114
119437	21225	310	0.6903494596481323
239611	220869	162668	0.6372554302215576
122386	122345	118896	0.6481218934059143
150608	192809	310	0.637973964214325
239013	9239	226295	0.8404402136802673
252683	273245	121389	0.5487594604492188
283282	186131	219678	0.6859790086746216
283382	193000	25228	0.6614303588867188
239614	239406	226392	0.6903508305549622
134459	128964	25228	0.6477559804916382
9072	131861	226392	0.6903508305549622
186104	283209	65054	0.6903508305549622
8702	37502	226402	0.6903509497642517
118784	118895	310	0.6369032859802246
186104	283209	65059	0.6903508305549622
286683	198204	65054	0.6903508305549622
185055	284827	65059	0.6519832015037537
242480	245124	220083	0.9830635190010071
134191	119437	122077	0.7730702757835388
186119	122324	693	0.641723096370697
191274	149466	310	0.6689912676811218
237951	198204	226318	0.739443838596344
185055	284827	65054	0.6903508305549622
122215	151788	181130	0.6541422009468079
284315	184267	218065	0.7215752601623535
198204	284525	65054	0.6903508305549622
198207	186112	65054	0.6903508305549622
198204	284525	65059	0.679595947265625
240508	8765	65054	0.6903477907180786
242206	162667	172693	0.9906213283538818
130440	130442	310	0.577156126499176
198207	186112	65059	0.6500484347343445
279208	278627	277377	0.7143524885177612
21247	122345	310	0.656156599521637
134125	133531	116873	0.630349338054657
134125	133531	116875	0.630349338054657
251919	251918	219678	0.5801804661750793
237972	37128	226402	0.6903508305549622
284620	220959	277865	0.672325611114502
184588	17337	181130	0.6447057127952576
190137	17918	1588	0.6657429933547974
129901	136428	25228	0.6639277338981628
198167	150588	25228	0.6903508901596069
252652	254019	121389	0.5681551098823547
238098	198204	25228	0.6868543028831482
18282	196625	310	0.641970694065094
19918	134708	116873	0.6361389756202698
19918	134708	116875	0.6361389756202698
238198	220882	65054	0.6903508305549622
128964	185049	310	0.6713911890983582
242336	271465	65054	0.6903508305549622
228358	220959	65054	0.6903508305549622
274472	688115	162668	0.5722016096115112
237975	238838	693	0.6903508901596069
